clean,corrupted,label
"Calculate the least common multiple (LCM) of two numbers. LCM(48, 384) = 384, LCM(24, 192) =","Calculate the least common multiple (LCM) of two numbers. LCM(48, 384) = 384, LCM(35, 280) =",192
"Calculate the least common multiple (LCM) of two numbers. LCM(77, 44) = 308, LCM(140, 350) =","Calculate the least common multiple (LCM) of two numbers. LCM(77, 44) = 308, LCM(100, 225) =",700
"Calculate the least common multiple (LCM) of two numbers. LCM(55, 7) = 385, LCM(17, 13) =","Calculate the least common multiple (LCM) of two numbers. LCM(55, 7) = 385, LCM(25, 29) =",221
"Calculate the least common multiple (LCM) of two numbers. LCM(91, 65) = 455, LCM(70, 210) =","Calculate the least common multiple (LCM) of two numbers. LCM(91, 65) = 455, LCM(280, 80) =",210
"Calculate the least common multiple (LCM) of two numbers. LCM(120, 96) = 480, LCM(110, 77) =","Calculate the least common multiple (LCM) of two numbers. LCM(120, 96) = 480, LCM(152, 380) =",770
"Calculate the least common multiple (LCM) of two numbers. LCM(53, 1) = 53, LCM(27, 8) =","Calculate the least common multiple (LCM) of two numbers. LCM(53, 1) = 53, LCM(43, 7) =",216
"Calculate the least common multiple (LCM) of two numbers. LCM(63, 28) = 252, LCM(234, 52) =","Calculate the least common multiple (LCM) of two numbers. LCM(63, 28) = 252, LCM(240, 72) =",468
"Calculate the least common multiple (LCM) of two numbers. LCM(81, 18) = 162, LCM(135, 54) =","Calculate the least common multiple (LCM) of two numbers. LCM(81, 18) = 162, LCM(80, 32) =",270
"Calculate the least common multiple (LCM) of two numbers. LCM(154, 66) = 462, LCM(140, 105) =","Calculate the least common multiple (LCM) of two numbers. LCM(154, 66) = 462, LCM(180, 216) =",420
"Calculate the least common multiple (LCM) of two numbers. LCM(225, 150) = 450, LCM(99, 66) =","Calculate the least common multiple (LCM) of two numbers. LCM(225, 150) = 450, LCM(84, 189) =",198
"Calculate the least common multiple (LCM) of two numbers. LCM(49, 441) = 441, LCM(6, 36) =","Calculate the least common multiple (LCM) of two numbers. LCM(49, 441) = 441, LCM(41, 287) =",36
"Calculate the least common multiple (LCM) of two numbers. LCM(20, 200) = 200, LCM(17, 153) =","Calculate the least common multiple (LCM) of two numbers. LCM(20, 200) = 200, LCM(5, 45) =",153
"Calculate the least common multiple (LCM) of two numbers. LCM(27, 72) = 216, LCM(55, 44) =","Calculate the least common multiple (LCM) of two numbers. LCM(27, 72) = 216, LCM(92, 69) =",220
"Calculate the least common multiple (LCM) of two numbers. LCM(126, 72) = 504, LCM(40, 16) =","Calculate the least common multiple (LCM) of two numbers. LCM(126, 72) = 504, LCM(52, 39) =",80
"Calculate the least common multiple (LCM) of two numbers. LCM(400, 100) = 400, LCM(150, 200) =","Calculate the least common multiple (LCM) of two numbers. LCM(400, 100) = 400, LCM(144, 288) =",600
"Calculate the least common multiple (LCM) of two numbers. LCM(110, 99) = 990, LCM(88, 66) =","Calculate the least common multiple (LCM) of two numbers. LCM(110, 99) = 990, LCM(28, 70) =",264
"Calculate the least common multiple (LCM) of two numbers. LCM(49, 392) = 392, LCM(45, 180) =","Calculate the least common multiple (LCM) of two numbers. LCM(49, 392) = 392, LCM(3, 24) =",180
"Calculate the least common multiple (LCM) of two numbers. LCM(22, 220) = 220, LCM(3, 27) =","Calculate the least common multiple (LCM) of two numbers. LCM(22, 220) = 220, LCM(42, 168) =",27
"Calculate the least common multiple (LCM) of two numbers. LCM(22, 154) = 154, LCM(41, 328) =","Calculate the least common multiple (LCM) of two numbers. LCM(22, 154) = 154, LCM(17, 85) =",328
"Calculate the least common multiple (LCM) of two numbers. LCM(70, 9) = 630, LCM(9, 53) =","Calculate the least common multiple (LCM) of two numbers. LCM(70, 9) = 630, LCM(100, 9) =",477
"Calculate the least common multiple (LCM) of two numbers. LCM(175, 75) = 525, LCM(153, 85) =","Calculate the least common multiple (LCM) of two numbers. LCM(175, 75) = 525, LCM(184, 69) =",765
"Calculate the least common multiple (LCM) of two numbers. LCM(100, 140) = 700, LCM(51, 34) =","Calculate the least common multiple (LCM) of two numbers. LCM(100, 140) = 700, LCM(84, 42) =",102
"Calculate the least common multiple (LCM) of two numbers. LCM(13, 91) = 91, LCM(45, 90) =","Calculate the least common multiple (LCM) of two numbers. LCM(13, 91) = 91, LCM(19, 114) =",90
"Calculate the least common multiple (LCM) of two numbers. LCM(44, 176) = 176, LCM(30, 270) =","Calculate the least common multiple (LCM) of two numbers. LCM(44, 176) = 176, LCM(7, 21) =",270
"Calculate the least common multiple (LCM) of two numbers. LCM(8, 28) = 56, LCM(108, 54) =","Calculate the least common multiple (LCM) of two numbers. LCM(8, 28) = 56, LCM(400, 350) =",108
"Calculate the least common multiple (LCM) of two numbers. LCM(21, 32) = 672, LCM(10, 61) =","Calculate the least common multiple (LCM) of two numbers. LCM(21, 32) = 672, LCM(1, 11) =",610
"Calculate the least common multiple (LCM) of two numbers. LCM(21, 63) = 63, LCM(13, 26) =","Calculate the least common multiple (LCM) of two numbers. LCM(21, 63) = 63, LCM(22, 220) =",26
"Calculate the least common multiple (LCM) of two numbers. LCM(200, 150) = 600, LCM(82, 123) =","Calculate the least common multiple (LCM) of two numbers. LCM(200, 150) = 600, LCM(440, 220) =",246
"Calculate the least common multiple (LCM) of two numbers. LCM(23, 184) = 184, LCM(36, 144) =","Calculate the least common multiple (LCM) of two numbers. LCM(23, 184) = 184, LCM(43, 430) =",144
"Calculate the least common multiple (LCM) of two numbers. LCM(72, 81) = 648, LCM(100, 200) =","Calculate the least common multiple (LCM) of two numbers. LCM(72, 81) = 648, LCM(175, 105) =",200
"Calculate the least common multiple (LCM) of two numbers. LCM(1, 6) = 6, LCM(42, 168) =","Calculate the least common multiple (LCM) of two numbers. LCM(1, 6) = 6, LCM(37, 185) =",168
"Calculate the least common multiple (LCM) of two numbers. LCM(1, 9) = 9, LCM(2, 53) =","Calculate the least common multiple (LCM) of two numbers. LCM(1, 9) = 9, LCM(92, 1) =",106
"Calculate the least common multiple (LCM) of two numbers. LCM(26, 104) = 104, LCM(31, 279) =","Calculate the least common multiple (LCM) of two numbers. LCM(26, 104) = 104, LCM(31, 124) =",279
"Calculate the least common multiple (LCM) of two numbers. LCM(37, 5) = 185, LCM(5, 71) =","Calculate the least common multiple (LCM) of two numbers. LCM(37, 5) = 185, LCM(1, 39) =",355
"Calculate the least common multiple (LCM) of two numbers. LCM(49, 196) = 196, LCM(31, 217) =","Calculate the least common multiple (LCM) of two numbers. LCM(49, 196) = 196, LCM(6, 12) =",217
"Calculate the least common multiple (LCM) of two numbers. LCM(6, 42) = 42, LCM(32, 320) =","Calculate the least common multiple (LCM) of two numbers. LCM(6, 42) = 42, LCM(39, 351) =",320
"Calculate the least common multiple (LCM) of two numbers. LCM(21, 18) = 126, LCM(156, 195) =","Calculate the least common multiple (LCM) of two numbers. LCM(21, 18) = 126, LCM(20, 28) =",780
"Calculate the least common multiple (LCM) of two numbers. LCM(184, 230) = 920, LCM(30, 36) =","Calculate the least common multiple (LCM) of two numbers. LCM(184, 230) = 920, LCM(140, 350) =",180
"Calculate the least common multiple (LCM) of two numbers. LCM(7, 56) = 56, LCM(41, 246) =","Calculate the least common multiple (LCM) of two numbers. LCM(7, 56) = 56, LCM(43, 258) =",246
"Calculate the least common multiple (LCM) of two numbers. LCM(9, 27) = 27, LCM(144, 108) =","Calculate the least common multiple (LCM) of two numbers. LCM(9, 27) = 27, LCM(20, 8) =",432
"Calculate the least common multiple (LCM) of two numbers. LCM(13, 104) = 104, LCM(50, 150) =","Calculate the least common multiple (LCM) of two numbers. LCM(13, 104) = 104, LCM(43, 86) =",150
"Calculate the least common multiple (LCM) of two numbers. LCM(39, 156) = 156, LCM(7, 49) =","Calculate the least common multiple (LCM) of two numbers. LCM(39, 156) = 156, LCM(43, 387) =",49
"Calculate the least common multiple (LCM) of two numbers. LCM(88, 44) = 88, LCM(25, 15) =","Calculate the least common multiple (LCM) of two numbers. LCM(88, 44) = 88, LCM(56, 28) =",75
"Calculate the least common multiple (LCM) of two numbers. LCM(6, 42) = 42, LCM(41, 369) =","Calculate the least common multiple (LCM) of two numbers. LCM(6, 42) = 42, LCM(40, 360) =",369
"Calculate the least common multiple (LCM) of two numbers. LCM(37, 259) = 259, LCM(6, 48) =","Calculate the least common multiple (LCM) of two numbers. LCM(37, 259) = 259, LCM(10, 100) =",48
"Calculate the least common multiple (LCM) of two numbers. LCM(52, 78) = 156, LCM(98, 441) =","Calculate the least common multiple (LCM) of two numbers. LCM(52, 78) = 156, LCM(180, 54) =",882
"Calculate the least common multiple (LCM) of two numbers. LCM(43, 129) = 129, LCM(37, 259) =","Calculate the least common multiple (LCM) of two numbers. LCM(43, 129) = 129, LCM(14, 28) =",259
"Calculate the least common multiple (LCM) of two numbers. LCM(72, 90) = 360, LCM(282, 423) =","Calculate the least common multiple (LCM) of two numbers. LCM(72, 90) = 360, LCM(132, 264) =",846
"Calculate the least common multiple (LCM) of two numbers. LCM(5, 87) = 435, LCM(31, 4) =","Calculate the least common multiple (LCM) of two numbers. LCM(5, 87) = 435, LCM(1, 93) =",124
"Calculate the least common multiple (LCM) of two numbers. LCM(180, 360) = 360, LCM(100, 90) =","Calculate the least common multiple (LCM) of two numbers. LCM(180, 360) = 360, LCM(18, 72) =",900
"Calculate the least common multiple (LCM) of two numbers. LCM(46, 1) = 46, LCM(46, 3) =","Calculate the least common multiple (LCM) of two numbers. LCM(46, 1) = 46, LCM(49, 40) =",138
"Calculate the least common multiple (LCM) of two numbers. LCM(48, 240) = 240, LCM(19, 171) =","Calculate the least common multiple (LCM) of two numbers. LCM(48, 240) = 240, LCM(33, 330) =",171
"Calculate the least common multiple (LCM) of two numbers. LCM(30, 90) = 90, LCM(16, 32) =","Calculate the least common multiple (LCM) of two numbers. LCM(30, 90) = 90, LCM(22, 110) =",32
"Calculate the least common multiple (LCM) of two numbers. LCM(81, 54) = 162, LCM(18, 20) =","Calculate the least common multiple (LCM) of two numbers. LCM(81, 54) = 162, LCM(64, 48) =",180
"Calculate the least common multiple (LCM) of two numbers. LCM(33, 66) = 66, LCM(29, 87) =","Calculate the least common multiple (LCM) of two numbers. LCM(33, 66) = 66, LCM(15, 120) =",87
"Calculate the least common multiple (LCM) of two numbers. LCM(196, 84) = 588, LCM(160, 320) =","Calculate the least common multiple (LCM) of two numbers. LCM(196, 84) = 588, LCM(105, 42) =",320
"Calculate the least common multiple (LCM) of two numbers. LCM(14, 84) = 84, LCM(45, 360) =","Calculate the least common multiple (LCM) of two numbers. LCM(14, 84) = 84, LCM(38, 342) =",360
"Calculate the least common multiple (LCM) of two numbers. LCM(8, 48) = 48, LCM(43, 172) =","Calculate the least common multiple (LCM) of two numbers. LCM(8, 48) = 48, LCM(6, 36) =",172
"Calculate the least common multiple (LCM) of two numbers. LCM(42, 252) = 252, LCM(38, 304) =","Calculate the least common multiple (LCM) of two numbers. LCM(42, 252) = 252, LCM(42, 420) =",304
"Calculate the least common multiple (LCM) of two numbers. LCM(50, 400) = 400, LCM(17, 51) =","Calculate the least common multiple (LCM) of two numbers. LCM(50, 400) = 400, LCM(17, 85) =",51
"Calculate the least common multiple (LCM) of two numbers. LCM(6, 12) = 12, LCM(50, 100) =","Calculate the least common multiple (LCM) of two numbers. LCM(6, 12) = 12, LCM(39, 351) =",100
"Calculate the least common multiple (LCM) of two numbers. LCM(32, 56) = 224, LCM(147, 245) =","Calculate the least common multiple (LCM) of two numbers. LCM(32, 56) = 224, LCM(432, 288) =",735
"Calculate the least common multiple (LCM) of two numbers. LCM(12, 108) = 108, LCM(35, 210) =","Calculate the least common multiple (LCM) of two numbers. LCM(12, 108) = 108, LCM(16, 32) =",210
"Calculate the least common multiple (LCM) of two numbers. LCM(13, 60) = 780, LCM(7, 68) =","Calculate the least common multiple (LCM) of two numbers. LCM(13, 60) = 780, LCM(13, 67) =",476
"Calculate the least common multiple (LCM) of two numbers. LCM(40, 23) = 920, LCM(13, 56) =","Calculate the least common multiple (LCM) of two numbers. LCM(40, 23) = 920, LCM(3, 68) =",728
"Calculate the least common multiple (LCM) of two numbers. LCM(24, 48) = 48, LCM(45, 405) =","Calculate the least common multiple (LCM) of two numbers. LCM(24, 48) = 48, LCM(39, 117) =",405
"Calculate the least common multiple (LCM) of two numbers. LCM(100, 90) = 900, LCM(70, 175) =","Calculate the least common multiple (LCM) of two numbers. LCM(100, 90) = 900, LCM(78, 104) =",350
"Calculate the least common multiple (LCM) of two numbers. LCM(20, 24) = 120, LCM(315, 90) =","Calculate the least common multiple (LCM) of two numbers. LCM(20, 24) = 120, LCM(200, 160) =",630
"Calculate the least common multiple (LCM) of two numbers. LCM(4, 6) = 12, LCM(150, 30) =","Calculate the least common multiple (LCM) of two numbers. LCM(4, 6) = 12, LCM(270, 405) =",150
"Calculate the least common multiple (LCM) of two numbers. LCM(320, 160) = 320, LCM(147, 63) =","Calculate the least common multiple (LCM) of two numbers. LCM(320, 160) = 320, LCM(120, 160) =",441
"Calculate the least common multiple (LCM) of two numbers. LCM(21, 105) = 105, LCM(5, 20) =","Calculate the least common multiple (LCM) of two numbers. LCM(21, 105) = 105, LCM(18, 162) =",20
"Calculate the least common multiple (LCM) of two numbers. LCM(20, 33) = 660, LCM(17, 3) =","Calculate the least common multiple (LCM) of two numbers. LCM(20, 33) = 660, LCM(17, 7) =",51
"Calculate the least common multiple (LCM) of two numbers. LCM(160, 400) = 800, LCM(36, 84) =","Calculate the least common multiple (LCM) of two numbers. LCM(160, 400) = 800, LCM(230, 92) =",252
"Calculate the least common multiple (LCM) of two numbers. LCM(46, 322) = 322, LCM(50, 400) =","Calculate the least common multiple (LCM) of two numbers. LCM(46, 322) = 322, LCM(4, 16) =",400
"Calculate the least common multiple (LCM) of two numbers. LCM(150, 75) = 150, LCM(111, 185) =","Calculate the least common multiple (LCM) of two numbers. LCM(150, 75) = 150, LCM(112, 64) =",555
"Calculate the least common multiple (LCM) of two numbers. LCM(33, 297) = 297, LCM(12, 60) =","Calculate the least common multiple (LCM) of two numbers. LCM(33, 297) = 297, LCM(22, 220) =",60
"Calculate the least common multiple (LCM) of two numbers. LCM(46, 230) = 230, LCM(7, 70) =","Calculate the least common multiple (LCM) of two numbers. LCM(46, 230) = 230, LCM(41, 287) =",70
"Calculate the least common multiple (LCM) of two numbers. LCM(17, 40) = 680, LCM(8, 57) =","Calculate the least common multiple (LCM) of two numbers. LCM(17, 40) = 680, LCM(58, 11) =",456
"Calculate the least common multiple (LCM) of two numbers. LCM(50, 150) = 150, LCM(21, 210) =","Calculate the least common multiple (LCM) of two numbers. LCM(50, 150) = 150, LCM(34, 204) =",210
"Calculate the least common multiple (LCM) of two numbers. LCM(39, 156) = 156, LCM(8, 48) =","Calculate the least common multiple (LCM) of two numbers. LCM(39, 156) = 156, LCM(20, 60) =",48
"Calculate the least common multiple (LCM) of two numbers. LCM(70, 21) = 210, LCM(276, 92) =","Calculate the least common multiple (LCM) of two numbers. LCM(70, 21) = 210, LCM(58, 174) =",276
"Calculate the least common multiple (LCM) of two numbers. LCM(369, 123) = 369, LCM(161, 115) =","Calculate the least common multiple (LCM) of two numbers. LCM(369, 123) = 369, LCM(66, 264) =",805
"Calculate the least common multiple (LCM) of two numbers. LCM(24, 240) = 240, LCM(20, 200) =","Calculate the least common multiple (LCM) of two numbers. LCM(24, 240) = 240, LCM(23, 184) =",200
"Calculate the least common multiple (LCM) of two numbers. LCM(38, 114) = 114, LCM(31, 248) =","Calculate the least common multiple (LCM) of two numbers. LCM(38, 114) = 114, LCM(43, 172) =",248
"Calculate the least common multiple (LCM) of two numbers. LCM(72, 48) = 144, LCM(246, 123) =","Calculate the least common multiple (LCM) of two numbers. LCM(72, 48) = 144, LCM(192, 144) =",246
"Calculate the least common multiple (LCM) of two numbers. LCM(41, 164) = 164, LCM(11, 77) =","Calculate the least common multiple (LCM) of two numbers. LCM(41, 164) = 164, LCM(8, 40) =",77
"Calculate the least common multiple (LCM) of two numbers. LCM(280, 400) = 2800, LCM(150, 300) =","Calculate the least common multiple (LCM) of two numbers. LCM(280, 400) = 2800, LCM(164, 410) =",300
"Calculate the least common multiple (LCM) of two numbers. LCM(16, 28) = 112, LCM(189, 108) =","Calculate the least common multiple (LCM) of two numbers. LCM(16, 28) = 112, LCM(18, 45) =",756
"Calculate the least common multiple (LCM) of two numbers. LCM(9, 90) = 90, LCM(45, 225) =","Calculate the least common multiple (LCM) of two numbers. LCM(9, 90) = 90, LCM(26, 104) =",225
"Calculate the least common multiple (LCM) of two numbers. LCM(252, 144) = 1008, LCM(138, 115) =","Calculate the least common multiple (LCM) of two numbers. LCM(252, 144) = 1008, LCM(8, 20) =",690
"Calculate the least common multiple (LCM) of two numbers. LCM(48, 336) = 336, LCM(49, 196) =","Calculate the least common multiple (LCM) of two numbers. LCM(48, 336) = 336, LCM(45, 270) =",196
"Calculate the least common multiple (LCM) of two numbers. LCM(42, 84) = 84, LCM(26, 260) =","Calculate the least common multiple (LCM) of two numbers. LCM(42, 84) = 84, LCM(33, 99) =",260
"Calculate the least common multiple (LCM) of two numbers. LCM(2, 14) = 14, LCM(37, 333) =","Calculate the least common multiple (LCM) of two numbers. LCM(2, 14) = 14, LCM(35, 105) =",333
"Calculate the least common multiple (LCM) of two numbers. LCM(100, 160) = 800, LCM(351, 234) =","Calculate the least common multiple (LCM) of two numbers. LCM(100, 160) = 800, LCM(42, 84) =",702
"Calculate the least common multiple (LCM) of two numbers. LCM(52, 130) = 260, LCM(210, 300) =","Calculate the least common multiple (LCM) of two numbers. LCM(52, 130) = 260, LCM(72, 81) =",2100
"Calculate the least common multiple (LCM) of two numbers. LCM(4, 13) = 52, LCM(1, 16) =","Calculate the least common multiple (LCM) of two numbers. LCM(4, 13) = 52, LCM(49, 5) =",16
"Calculate the least common multiple (LCM) of two numbers. LCM(162, 108) = 324, LCM(138, 92) =","Calculate the least common multiple (LCM) of two numbers. LCM(162, 108) = 324, LCM(180, 360) =",276
"Calculate the least common multiple (LCM) of two numbers. LCM(40, 160) = 160, LCM(304, 228) =","Calculate the least common multiple (LCM) of two numbers. LCM(40, 160) = 160, LCM(45, 120) =",912
"Calculate the least common multiple (LCM) of two numbers. LCM(12, 14) = 84, LCM(27, 15) =","Calculate the least common multiple (LCM) of two numbers. LCM(12, 14) = 84, LCM(272, 136) =",135
"Calculate the least common multiple (LCM) of two numbers. LCM(99, 20) = 1980, LCM(37, 15) =","Calculate the least common multiple (LCM) of two numbers. LCM(99, 20) = 1980, LCM(61, 7) =",555
"Calculate the least common multiple (LCM) of two numbers. LCM(9, 27) = 27, LCM(25, 75) =","Calculate the least common multiple (LCM) of two numbers. LCM(9, 27) = 27, LCM(32, 288) =",75
"Calculate the least common multiple (LCM) of two numbers. LCM(1, 28) = 28, LCM(51, 8) =","Calculate the least common multiple (LCM) of two numbers. LCM(1, 28) = 28, LCM(8, 57) =",408
"Calculate the least common multiple (LCM) of two numbers. LCM(28, 56) = 56, LCM(27, 243) =","Calculate the least common multiple (LCM) of two numbers. LCM(28, 56) = 56, LCM(48, 384) =",243
"Calculate the least common multiple (LCM) of two numbers. LCM(87, 290) = 870, LCM(290, 58) =","Calculate the least common multiple (LCM) of two numbers. LCM(87, 290) = 870, LCM(216, 96) =",290
"Calculate the least common multiple (LCM) of two numbers. LCM(168, 72) = 504, LCM(200, 160) =","Calculate the least common multiple (LCM) of two numbers. LCM(168, 72) = 504, LCM(70, 14) =",800
"Calculate the least common multiple (LCM) of two numbers. LCM(72, 27) = 216, LCM(36, 12) =","Calculate the least common multiple (LCM) of two numbers. LCM(72, 27) = 216, LCM(64, 192) =",36
"Calculate the least common multiple (LCM) of two numbers. LCM(41, 287) = 287, LCM(19, 95) =","Calculate the least common multiple (LCM) of two numbers. LCM(41, 287) = 287, LCM(4, 32) =",95
"Calculate the least common multiple (LCM) of two numbers. LCM(78, 91) = 546, LCM(120, 180) =","Calculate the least common multiple (LCM) of two numbers. LCM(78, 91) = 546, LCM(15, 30) =",360
"Calculate the least common multiple (LCM) of two numbers. LCM(73, 12) = 876, LCM(58, 3) =","Calculate the least common multiple (LCM) of two numbers. LCM(73, 12) = 876, LCM(16, 11) =",174
"Calculate the least common multiple (LCM) of two numbers. LCM(33, 66) = 66, LCM(22, 66) =","Calculate the least common multiple (LCM) of two numbers. LCM(33, 66) = 66, LCM(22, 110) =",66
"Calculate the least common multiple (LCM) of two numbers. LCM(58, 1) = 58, LCM(73, 11) =","Calculate the least common multiple (LCM) of two numbers. LCM(58, 1) = 58, LCM(25, 23) =",803
"Calculate the least common multiple (LCM) of two numbers. LCM(8, 32) = 32, LCM(22, 154) =","Calculate the least common multiple (LCM) of two numbers. LCM(8, 32) = 32, LCM(34, 340) =",154
"Calculate the least common multiple (LCM) of two numbers. LCM(50, 15) = 150, LCM(66, 264) =","Calculate the least common multiple (LCM) of two numbers. LCM(50, 15) = 150, LCM(90, 80) =",264
"Calculate the least common multiple (LCM) of two numbers. LCM(3, 64) = 192, LCM(23, 87) =","Calculate the least common multiple (LCM) of two numbers. LCM(3, 64) = 192, LCM(17, 39) =",2001
"Calculate the least common multiple (LCM) of two numbers. LCM(228, 304) = 912, LCM(130, 52) =","Calculate the least common multiple (LCM) of two numbers. LCM(228, 304) = 912, LCM(120, 400) =",260
"Calculate the least common multiple (LCM) of two numbers. LCM(43, 18) = 774, LCM(50, 3) =","Calculate the least common multiple (LCM) of two numbers. LCM(43, 18) = 774, LCM(13, 51) =",150
"Calculate the least common multiple (LCM) of two numbers. LCM(23, 92) = 92, LCM(32, 224) =","Calculate the least common multiple (LCM) of two numbers. LCM(23, 92) = 92, LCM(28, 56) =",224
"Calculate the least common multiple (LCM) of two numbers. LCM(22, 154) = 154, LCM(2, 16) =","Calculate the least common multiple (LCM) of two numbers. LCM(22, 154) = 154, LCM(21, 63) =",16
"Calculate the least common multiple (LCM) of two numbers. LCM(48, 19) = 912, LCM(3, 56) =","Calculate the least common multiple (LCM) of two numbers. LCM(48, 19) = 912, LCM(25, 14) =",168
"Calculate the least common multiple (LCM) of two numbers. LCM(29, 116) = 116, LCM(7, 14) =","Calculate the least common multiple (LCM) of two numbers. LCM(29, 116) = 116, LCM(19, 133) =",14
"Calculate the least common multiple (LCM) of two numbers. LCM(25, 125) = 125, LCM(49, 98) =","Calculate the least common multiple (LCM) of two numbers. LCM(25, 125) = 125, LCM(33, 99) =",98
"Calculate the least common multiple (LCM) of two numbers. LCM(33, 264) = 264, LCM(44, 264) =","Calculate the least common multiple (LCM) of two numbers. LCM(33, 264) = 264, LCM(29, 58) =",264
"Calculate the least common multiple (LCM) of two numbers. LCM(90, 80) = 720, LCM(64, 224) =","Calculate the least common multiple (LCM) of two numbers. LCM(90, 80) = 720, LCM(120, 100) =",448
"Calculate the least common multiple (LCM) of two numbers. LCM(10, 29) = 290, LCM(7, 6) =","Calculate the least common multiple (LCM) of two numbers. LCM(10, 29) = 290, LCM(40, 9) =",42
"Calculate the least common multiple (LCM) of two numbers. LCM(162, 270) = 810, LCM(256, 192) =","Calculate the least common multiple (LCM) of two numbers. LCM(162, 270) = 810, LCM(84, 210) =",768
"Calculate the least common multiple (LCM) of two numbers. LCM(36, 7) = 252, LCM(94, 7) =","Calculate the least common multiple (LCM) of two numbers. LCM(36, 7) = 252, LCM(38, 15) =",658
"Calculate the least common multiple (LCM) of two numbers. LCM(56, 5) = 280, LCM(8, 35) =","Calculate the least common multiple (LCM) of two numbers. LCM(56, 5) = 280, LCM(17, 2) =",280
"Calculate the least common multiple (LCM) of two numbers. LCM(96, 192) = 192, LCM(168, 56) =","Calculate the least common multiple (LCM) of two numbers. LCM(96, 192) = 192, LCM(180, 144) =",168
"Calculate the least common multiple (LCM) of two numbers. LCM(12, 36) = 36, LCM(28, 112) =","Calculate the least common multiple (LCM) of two numbers. LCM(12, 36) = 36, LCM(36, 180) =",112
"Calculate the least common multiple (LCM) of two numbers. LCM(13, 52) = 52, LCM(44, 440) =","Calculate the least common multiple (LCM) of two numbers. LCM(13, 52) = 52, LCM(6, 18) =",440
"Calculate the least common multiple (LCM) of two numbers. LCM(27, 81) = 81, LCM(15, 90) =","Calculate the least common multiple (LCM) of two numbers. LCM(27, 81) = 81, LCM(13, 26) =",90
"Calculate the least common multiple (LCM) of two numbers. LCM(5, 30) = 30, LCM(50, 450) =","Calculate the least common multiple (LCM) of two numbers. LCM(5, 30) = 30, LCM(40, 80) =",450
"Calculate the least common multiple (LCM) of two numbers. LCM(2, 18) = 18, LCM(5, 25) =","Calculate the least common multiple (LCM) of two numbers. LCM(2, 18) = 18, LCM(44, 352) =",25
"Calculate the least common multiple (LCM) of two numbers. LCM(8, 40) = 40, LCM(18, 180) =","Calculate the least common multiple (LCM) of two numbers. LCM(8, 40) = 40, LCM(38, 76) =",180
"Calculate the least common multiple (LCM) of two numbers. LCM(168, 112) = 336, LCM(6, 12) =","Calculate the least common multiple (LCM) of two numbers. LCM(168, 112) = 336, LCM(60, 90) =",12
"Calculate the least common multiple (LCM) of two numbers. LCM(30, 100) = 300, LCM(490, 245) =","Calculate the least common multiple (LCM) of two numbers. LCM(30, 100) = 300, LCM(78, 156) =",490
"Calculate the least common multiple (LCM) of two numbers. LCM(41, 49) = 2009, LCM(67, 9) =","Calculate the least common multiple (LCM) of two numbers. LCM(41, 49) = 2009, LCM(38, 21) =",603
"Calculate the least common multiple (LCM) of two numbers. LCM(174, 261) = 522, LCM(108, 180) =","Calculate the least common multiple (LCM) of two numbers. LCM(174, 261) = 522, LCM(40, 12) =",540
"Calculate the least common multiple (LCM) of two numbers. LCM(20, 36) = 180, LCM(81, 45) =","Calculate the least common multiple (LCM) of two numbers. LCM(20, 36) = 180, LCM(12, 24) =",405
"Calculate the least common multiple (LCM) of two numbers. LCM(45, 30) = 90, LCM(78, 130) =","Calculate the least common multiple (LCM) of two numbers. LCM(45, 30) = 90, LCM(30, 135) =",390
"Calculate the least common multiple (LCM) of two numbers. LCM(48, 72) = 144, LCM(294, 441) =","Calculate the least common multiple (LCM) of two numbers. LCM(48, 72) = 144, LCM(28, 35) =",882
"Calculate the least common multiple (LCM) of two numbers. LCM(77, 5) = 385, LCM(25, 3) =","Calculate the least common multiple (LCM) of two numbers. LCM(77, 5) = 385, LCM(31, 17) =",75
"Calculate the least common multiple (LCM) of two numbers. LCM(22, 220) = 220, LCM(47, 235) =","Calculate the least common multiple (LCM) of two numbers. LCM(22, 220) = 220, LCM(1, 7) =",235
"Calculate the least common multiple (LCM) of two numbers. LCM(3, 71) = 213, LCM(3, 65) =","Calculate the least common multiple (LCM) of two numbers. LCM(3, 71) = 213, LCM(97, 7) =",195
"Calculate the least common multiple (LCM) of two numbers. LCM(26, 208) = 208, LCM(35, 140) =","Calculate the least common multiple (LCM) of two numbers. LCM(26, 208) = 208, LCM(30, 120) =",140
"Calculate the least common multiple (LCM) of two numbers. LCM(36, 72) = 72, LCM(99, 231) =","Calculate the least common multiple (LCM) of two numbers. LCM(36, 72) = 72, LCM(234, 351) =",693
"Calculate the least common multiple (LCM) of two numbers. LCM(64, 192) = 192, LCM(60, 90) =","Calculate the least common multiple (LCM) of two numbers. LCM(64, 192) = 192, LCM(102, 170) =",180
"Calculate the least common multiple (LCM) of two numbers. LCM(60, 90) = 180, LCM(192, 288) =","Calculate the least common multiple (LCM) of two numbers. LCM(60, 90) = 180, LCM(115, 92) =",576
"Calculate the least common multiple (LCM) of two numbers. LCM(104, 52) = 104, LCM(84, 24) =","Calculate the least common multiple (LCM) of two numbers. LCM(104, 52) = 104, LCM(42, 84) =",168
"Calculate the least common multiple (LCM) of two numbers. LCM(37, 185) = 185, LCM(44, 176) =","Calculate the least common multiple (LCM) of two numbers. LCM(37, 185) = 185, LCM(13, 39) =",176
